Epoch: 100 	 ELBO: -8.7601 	 RecLoss: 15.4496 	 KLD: 6.6895
Epoch: 5400 	 ELBO: -45.4828 	 RecLoss: 53.5573 	 KLD: 8.0745
Epoch: 5500 	 ELBO: -46.0999 	 RecLoss: 54.2057 	 KLD: 8.1058
Epoch: 5600 	 ELBO: -45.5925 	 RecLoss: 53.8315 	 KLD: 8.2391
Epoch: 5700 	 ELBO: -47.4211 	 RecLoss: 55.4951 	 KLD: 8.0740
Epoch: 5800 	 ELBO: -44.4347 	 RecLoss: 52.5732 	 KLD: 8.1385
Epoch: 5900 	 ELBO: -40.4109 	 RecLoss: 48.5610 	 KLD: 8.1501
Epoch: 6000 	 ELBO: -46.7219 	 RecLoss: 54.9412 	 KLD: 8.2194
Epoch: 6100 	 ELBO: -47.7151 	 RecLoss: 56.0278 	 KLD: 8.3127
Epoch: 6200 	 ELBO: -46.7234 	 RecLoss: 54.9575 	 KLD: 8.2342
Epoch: 6300 	 ELBO: -47.3890 	 RecLoss: 55.6655 	 KLD: 8.2765
Epoch: 6400 	 ELBO: -45.8947 	 RecLoss: 54.1771 	 KLD: 8.2824
Epoch: 6500 	 ELBO: -44.4257 	 RecLoss: 52.6832 	 KLD: 8.2575
Epoch: 6600 	 ELBO: -35.5043 	 RecLoss: 43.7829 	 KLD: 8.2786
Epoch: 6700 	 ELBO: -45.6147 	 RecLoss: 53.8705 	 KLD: 8.2558
Epoch: 6800 	 ELBO: -46.3189 	 RecLoss: 54.4945 	 KLD: 8.1756
Epoch: 6900 	 ELBO: -47.5000 	 RecLoss: 55.6614 	 KLD: 8.1614
Epoch: 7000 	 ELBO: -45.4443 	 RecLoss: 53.5140 	 KLD: 8.0697
Epoch: 7100 	 ELBO: -43.0861 	 RecLoss: 51.4191 	 KLD: 8.3329
Epoch: 7200 	 ELBO: -43.3144 	 RecLoss: 51.4769 	 KLD: 8.1625
Epoch: 7300 	 ELBO: -46.1590 	 RecLoss: 54.5303 	 KLD: 8.3712
Epoch: 7400 	 ELBO: -47.0135 	 RecLoss: 55.3229 	 KLD: 8.3094
Epoch: 7500 	 ELBO: -46.1495 	 RecLoss: 54.4478 	 KLD: 8.2982
Epoch: 7600 	 ELBO: -47.2559 	 RecLoss: 55.4952 	 KLD: 8.2394
Epoch: 7700 	 ELBO: -46.9609 	 RecLoss: 55.1148 	 KLD: 8.1539
Epoch: 7800 	 ELBO: -40.5635 	 RecLoss: 48.8298 	 KLD: 8.2663
Epoch: 7900 	 ELBO: -47.7934 	 RecLoss: 55.8680 	 KLD: 8.0746
Epoch: 8000 	 ELBO: -47.8652 	 RecLoss: 56.3605 	 KLD: 8.4953
Epoch: 8100 	 ELBO: -47.2449 	 RecLoss: 55.5219 	 KLD: 8.2769
Epoch: 8200 	 ELBO: -42.8689 	 RecLoss: 51.0028 	 KLD: 8.1339
Epoch: 8300 	 ELBO: -47.1513 	 RecLoss: 55.5145 	 KLD: 8.3632
Epoch: 8400 	 ELBO: -48.7491 	 RecLoss: 56.9515 	 KLD: 8.2025
Epoch: 8500 	 ELBO: -46.5121 	 RecLoss: 54.9024 	 KLD: 8.3903
Epoch: 8600 	 ELBO: -45.3441 	 RecLoss: 53.4975 	 KLD: 8.1535
Epoch: 8700 	 ELBO: -41.9287 	 RecLoss: 50.3497 	 KLD: 8.4211
Epoch: 8800 	 ELBO: -48.6808 	 RecLoss: 56.9101 	 KLD: 8.2293
Epoch: 8900 	 ELBO: -48.2472 	 RecLoss: 56.5308 	 KLD: 8.2836
Epoch: 9000 	 ELBO: -47.0482 	 RecLoss: 55.3063 	 KLD: 8.2581
Epoch: 9100 	 ELBO: -48.5595 	 RecLoss: 56.7984 	 KLD: 8.2389
Epoch: 9200 	 ELBO: -47.4335 	 RecLoss: 55.6228 	 KLD: 8.1894
Epoch: 9300 	 ELBO: -46.8269 	 RecLoss: 55.0717 	 KLD: 8.2448
Epoch: 9400 	 ELBO: -48.3961 	 RecLoss: 56.5699 	 KLD: 8.1739
Epoch: 9500 	 ELBO: -47.2046 	 RecLoss: 55.6188 	 KLD: 8.4143
Epoch: 9600 	 ELBO: -38.8322 	 RecLoss: 47.0695 	 KLD: 8.2373
Epoch: 9700 	 ELBO: -44.1367 	 RecLoss: 52.5124 	 KLD: 8.3757
Epoch: 9800 	 ELBO: -45.7348 	 RecLoss: 54.1248 	 KLD: 8.3900
Epoch: 9900 	 ELBO: -47.5758 	 RecLoss: 55.9217 	 KLD: 8.3460
Epoch: 10000 	 ELBO: -46.9570 	 RecLoss: 55.3395 	 KLD: 8.3824
Epoch: 10100 	 ELBO: -47.6759 	 RecLoss: 55.8923 	 KLD: 8.2164
Epoch: 10200 	 ELBO: -48.1112 	 RecLoss: 56.3308 	 KLD: 8.2196
Epoch: 10300 	 ELBO: -46.9968 	 RecLoss: 55.2937 	 KLD: 8.2970
Epoch: 10400 	 ELBO: -47.0177 	 RecLoss: 55.3069 	 KLD: 8.2892
Epoch: 10500 	 ELBO: -43.1414 	 RecLoss: 51.4858 	 KLD: 8.3445
Epoch: 10600 	 ELBO: -48.8593 	 RecLoss: 56.9957 	 KLD: 8.1364
Epoch: 10700 	 ELBO: -46.6152 	 RecLoss: 55.0236 	 KLD: 8.4085
Epoch: 10800 	 ELBO: -48.6486 	 RecLoss: 56.8101 	 KLD: 8.1616
Epoch: 10900 	 ELBO: -47.2192 	 RecLoss: 55.7347 	 KLD: 8.5154
Epoch: 11000 	 ELBO: -46.4286 	 RecLoss: 54.6336 	 KLD: 8.2050
Epoch: 11100 	 ELBO: -47.8969 	 RecLoss: 56.2178 	 KLD: 8.3209
Epoch: 11200 	 ELBO: -46.1976 	 RecLoss: 54.5795 	 KLD: 8.3820
Epoch: 11300 	 ELBO: -48.4440 	 RecLoss: 56.8667 	 KLD: 8.4227
Epoch: 11400 	 ELBO: -48.8414 	 RecLoss: 57.2335 	 KLD: 8.3921
Epoch: 11500 	 ELBO: -47.4540 	 RecLoss: 55.6926 	 KLD: 8.2386
Epoch: 11600 	 ELBO: -41.5803 	 RecLoss: 49.8638 	 KLD: 8.2835
Epoch: 11700 	 ELBO: -48.0715 	 RecLoss: 56.6624 	 KLD: 8.5909
Epoch: 11800 	 ELBO: -48.3445 	 RecLoss: 56.8539 	 KLD: 8.5094
Epoch: 11900 	 ELBO: -45.3265 	 RecLoss: 53.8183 	 KLD: 8.4918
Epoch: 12000 	 ELBO: -44.3322 	 RecLoss: 52.7715 	 KLD: 8.4393
Epoch: 12100 	 ELBO: -44.0625 	 RecLoss: 52.5070 	 KLD: 8.4445
Epoch: 12200 	 ELBO: -45.6136 	 RecLoss: 54.1363 	 KLD: 8.5227
Epoch: 12300 	 ELBO: -48.7668 	 RecLoss: 57.1754 	 KLD: 8.4086
Epoch: 12400 	 ELBO: -48.4020 	 RecLoss: 56.8553 	 KLD: 8.4534
Epoch: 12500 	 ELBO: -48.3476 	 RecLoss: 56.8760 	 KLD: 8.5284
Epoch: 12600 	 ELBO: -49.1161 	 RecLoss: 57.6618 	 KLD: 8.5457
Epoch: 12700 	 ELBO: -47.7488 	 RecLoss: 56.3832 	 KLD: 8.6344
Epoch: 12800 	 ELBO: -46.9274 	 RecLoss: 55.3063 	 KLD: 8.3788
Epoch: 12900 	 ELBO: -48.0789 	 RecLoss: 56.4534 	 KLD: 8.3746
Epoch: 13000 	 ELBO: -47.8926 	 RecLoss: 56.4387 	 KLD: 8.5461
Epoch: 13100 	 ELBO: -32.7828 	 RecLoss: 41.3509 	 KLD: 8.5681
Epoch: 13200 	 ELBO: -47.8966 	 RecLoss: 56.3019 	 KLD: 8.4053
Epoch: 13300 	 ELBO: -49.2273 	 RecLoss: 57.6054 	 KLD: 8.3781
Epoch: 13400 	 ELBO: -46.8419 	 RecLoss: 55.1610 	 KLD: 8.3191
Epoch: 13500 	 ELBO: -46.3152 	 RecLoss: 54.6200 	 KLD: 8.3048
Epoch: 13600 	 ELBO: -47.8706 	 RecLoss: 56.4741 	 KLD: 8.6035
Epoch: 13700 	 ELBO: -48.4273 	 RecLoss: 56.9092 	 KLD: 8.4819
Epoch: 13800 	 ELBO: -46.4555 	 RecLoss: 54.9592 	 KLD: 8.5037
Epoch: 13900 	 ELBO: -49.2137 	 RecLoss: 57.5796 	 KLD: 8.3659
Epoch: 14000 	 ELBO: -48.8911 	 RecLoss: 57.5354 	 KLD: 8.6443
Epoch: 14100 	 ELBO: -47.4867 	 RecLoss: 55.5751 	 KLD: 8.0884
Epoch: 14200 	 ELBO: -49.7644 	 RecLoss: 58.1798 	 KLD: 8.4153
Epoch: 14300 	 ELBO: -46.5828 	 RecLoss: 55.1215 	 KLD: 8.5387
Epoch: 14400 	 ELBO: -45.9690 	 RecLoss: 54.4707 	 KLD: 8.5017
Epoch: 14500 	 ELBO: -49.0652 	 RecLoss: 57.5087 	 KLD: 8.4435
Epoch: 14600 	 ELBO: -49.2787 	 RecLoss: 57.8178 	 KLD: 8.5391
Epoch: 14700 	 ELBO: -49.3439 	 RecLoss: 57.6551 	 KLD: 8.3111
Epoch: 14800 	 ELBO: -39.5623 	 RecLoss: 48.0006 	 KLD: 8.4383
Epoch: 14900 	 ELBO: -46.8846 	 RecLoss: 55.3623 	 KLD: 8.4777
Epoch: 15000 	 ELBO: -48.5453 	 RecLoss: 56.9991 	 KLD: 8.4538
Epoch: 15100 	 ELBO: -47.7981 	 RecLoss: 56.3405 	 KLD: 8.5424
Epoch: 15200 	 ELBO: -47.6208 	 RecLoss: 56.1828 	 KLD: 8.5620
Epoch: 15300 	 ELBO: -48.5595 	 RecLoss: 56.9002 	 KLD: 8.3407
Epoch: 15400 	 ELBO: -48.1637 	 RecLoss: 56.6781 	 KLD: 8.5145
Epoch: 15500 	 ELBO: -47.7431 	 RecLoss: 56.2419 	 KLD: 8.4987
Epoch: 15600 	 ELBO: -46.7376 	 RecLoss: 55.2785 	 KLD: 8.5408
Epoch: 15700 	 ELBO: -48.1312 	 RecLoss: 56.6448 	 KLD: 8.5136
Epoch: 15800 	 ELBO: -45.5683 	 RecLoss: 54.1389 	 KLD: 8.5707
Epoch: 15900 	 ELBO: -49.0799 	 RecLoss: 57.6287 	 KLD: 8.5488
Epoch: 16000 	 ELBO: -49.4351 	 RecLoss: 58.0625 	 KLD: 8.6274
Epoch: 16100 	 ELBO: -46.3934 	 RecLoss: 54.9231 	 KLD: 8.5297
Epoch: 16200 	 ELBO: -43.4952 	 RecLoss: 52.0036 	 KLD: 8.5084
Epoch: 16300 	 ELBO: -46.1871 	 RecLoss: 54.7275 	 KLD: 8.5404
Epoch: 16400 	 ELBO: -48.3419 	 RecLoss: 56.8886 	 KLD: 8.5467
Epoch: 16500 	 ELBO: -47.8178 	 RecLoss: 56.1342 	 KLD: 8.3164
Epoch: 16600 	 ELBO: -47.6290 	 RecLoss: 55.9773 	 KLD: 8.3483
Epoch: 16700 	 ELBO: -48.7150 	 RecLoss: 57.2250 	 KLD: 8.5100
Epoch: 16800 	 ELBO: -47.7567 	 RecLoss: 56.3819 	 KLD: 8.6252
Epoch: 16900 	 ELBO: -47.6286 	 RecLoss: 56.1967 	 KLD: 8.5681
Epoch: 17000 	 ELBO: -48.4023 	 RecLoss: 56.7707 	 KLD: 8.3684
Epoch: 17100 	 ELBO: -47.2469 	 RecLoss: 55.6953 	 KLD: 8.4483
Epoch: 17200 	 ELBO: -46.0996 	 RecLoss: 54.7135 	 KLD: 8.6139
Epoch: 17300 	 ELBO: -48.2847 	 RecLoss: 56.7589 	 KLD: 8.4743
Epoch: 17400 	 ELBO: -48.7138 	 RecLoss: 57.2406 	 KLD: 8.5268
Epoch: 17500 	 ELBO: -48.7109 	 RecLoss: 57.2364 	 KLD: 8.5256
Epoch: 17600 	 ELBO: -49.6676 	 RecLoss: 58.3027 	 KLD: 8.6350
Epoch: 17700 	 ELBO: -46.7744 	 RecLoss: 55.2649 	 KLD: 8.4904
Epoch: 17800 	 ELBO: -47.5315 	 RecLoss: 55.9703 	 KLD: 8.4387
Epoch: 17900 	 ELBO: -49.6738 	 RecLoss: 58.1651 	 KLD: 8.4913
Epoch: 18000 	 ELBO: -39.5800 	 RecLoss: 48.0489 	 KLD: 8.4688
Epoch: 18100 	 ELBO: -43.1447 	 RecLoss: 51.6495 	 KLD: 8.5047
Epoch: 18200 	 ELBO: -49.2400 	 RecLoss: 57.7549 	 KLD: 8.5149
Epoch: 18300 	 ELBO: -38.9617 	 RecLoss: 47.5722 	 KLD: 8.6105
Epoch: 18400 	 ELBO: -47.8990 	 RecLoss: 56.3864 	 KLD: 8.4875
Epoch: 18500 	 ELBO: -47.5199 	 RecLoss: 55.9941 	 KLD: 8.4742
Epoch: 18600 	 ELBO: -43.8284 	 RecLoss: 52.4103 	 KLD: 8.5819
Epoch: 18700 	 ELBO: -46.5316 	 RecLoss: 55.0547 	 KLD: 8.5231
Epoch: 18800 	 ELBO: -49.2261 	 RecLoss: 57.5871 	 KLD: 8.3610
Epoch: 18900 	 ELBO: -49.2403 	 RecLoss: 57.7951 	 KLD: 8.5548
Epoch: 19000 	 ELBO: -43.0810 	 RecLoss: 51.7500 	 KLD: 8.6689
Epoch: 19100 	 ELBO: -49.7772 	 RecLoss: 58.3304 	 KLD: 8.5532
Epoch: 19200 	 ELBO: -48.9609 	 RecLoss: 57.7653 	 KLD: 8.8044
Epoch: 19300 	 ELBO: -48.7662 	 RecLoss: 57.2775 	 KLD: 8.5112
Epoch: 19400 	 ELBO: -47.9485 	 RecLoss: 56.5462 	 KLD: 8.5977
Epoch: 19500 	 ELBO: -49.3037 	 RecLoss: 57.8742 	 KLD: 8.5705
Epoch: 19600 	 ELBO: -48.1402 	 RecLoss: 56.7162 	 KLD: 8.5760
Epoch: 19700 	 ELBO: -48.0884 	 RecLoss: 56.5668 	 KLD: 8.4784
Epoch: 19800 	 ELBO: -48.0232 	 RecLoss: 56.7239 	 KLD: 8.7007
Epoch: 19900 	 ELBO: -48.8640 	 RecLoss: 57.3302 	 KLD: 8.4661
Epoch: 20000 	 ELBO: -49.4759 	 RecLoss: 57.9740 	 KLD: 8.4981
Epoch: 20100 	 ELBO: -47.8146 	 RecLoss: 56.3811 	 KLD: 8.5666
Epoch: 20200 	 ELBO: -48.6458 	 RecLoss: 57.2630 	 KLD: 8.6172
Epoch: 20300 	 ELBO: -42.4938 	 RecLoss: 51.1020 	 KLD: 8.6082
Epoch: 20400 	 ELBO: -45.0542 	 RecLoss: 53.8301 	 KLD: 8.7759
Epoch: 20500 	 ELBO: -45.4596 	 RecLoss: 54.0772 	 KLD: 8.6176
Epoch: 20600 	 ELBO: -47.5134 	 RecLoss: 56.1513 	 KLD: 8.6379
Epoch: 20700 	 ELBO: -48.9276 	 RecLoss: 57.6541 	 KLD: 8.7265
Epoch: 20800 	 ELBO: -48.1172 	 RecLoss: 56.6333 	 KLD: 8.5161
Epoch: 20900 	 ELBO: -49.1934 	 RecLoss: 57.9186 	 KLD: 8.7252
Epoch: 21000 	 ELBO: -46.9380 	 RecLoss: 55.4882 	 KLD: 8.5502
Epoch: 21100 	 ELBO: -49.2849 	 RecLoss: 57.9616 	 KLD: 8.6767
Epoch: 21200 	 ELBO: -45.0044 	 RecLoss: 53.4963 	 KLD: 8.4919
Epoch: 21300 	 ELBO: -48.0053 	 RecLoss: 56.6942 	 KLD: 8.6890
Epoch: 21400 	 ELBO: -47.0970 	 RecLoss: 55.8347 	 KLD: 8.7377
Epoch: 21500 	 ELBO: -48.9124 	 RecLoss: 57.5159 	 KLD: 8.6035
Epoch: 21600 	 ELBO: -42.5152 	 RecLoss: 51.1402 	 KLD: 8.6250
Epoch: 21700 	 ELBO: -49.3117 	 RecLoss: 57.8928 	 KLD: 8.5811
Epoch: 21800 	 ELBO: -49.1644 	 RecLoss: 57.7641 	 KLD: 8.5998
Epoch: 21900 	 ELBO: -48.9503 	 RecLoss: 57.3424 	 KLD: 8.3922
Epoch: 22000 	 ELBO: -47.3330 	 RecLoss: 55.8848 	 KLD: 8.5517
Epoch: 22100 	 ELBO: -47.2535 	 RecLoss: 55.9861 	 KLD: 8.7326
Epoch: 22200 	 ELBO: -48.2472 	 RecLoss: 57.0082 	 KLD: 8.7610
Epoch: 22300 	 ELBO: -47.7621 	 RecLoss: 56.1268 	 KLD: 8.3647
Epoch: 22400 	 ELBO: -46.5922 	 RecLoss: 55.1692 	 KLD: 8.5771
Epoch: 22500 	 ELBO: -38.0162 	 RecLoss: 46.5253 	 KLD: 8.5092
Epoch: 22600 	 ELBO: -48.3512 	 RecLoss: 56.8402 	 KLD: 8.4890
Epoch: 22700 	 ELBO: -46.8454 	 RecLoss: 55.4667 	 KLD: 8.6213
Epoch: 22800 	 ELBO: -44.5695 	 RecLoss: 53.1659 	 KLD: 8.5965
Epoch: 22900 	 ELBO: -46.5199 	 RecLoss: 55.0993 	 KLD: 8.5794
Epoch: 23000 	 ELBO: -47.0017 	 RecLoss: 55.5712 	 KLD: 8.5695
Epoch: 23100 	 ELBO: -49.2732 	 RecLoss: 57.8986 	 KLD: 8.6254
Epoch: 23200 	 ELBO: -48.4582 	 RecLoss: 57.0600 	 KLD: 8.6017
Epoch: 23300 	 ELBO: -44.9938 	 RecLoss: 53.4453 	 KLD: 8.4515
Epoch: 23400 	 ELBO: -49.0348 	 RecLoss: 57.8269 	 KLD: 8.7921
Epoch: 23500 	 ELBO: -46.3148 	 RecLoss: 54.8676 	 KLD: 8.5528
Epoch: 23600 	 ELBO: -47.3861 	 RecLoss: 56.0614 	 KLD: 8.6753
Epoch: 23700 	 ELBO: -48.9349 	 RecLoss: 57.6324 	 KLD: 8.6976
Epoch: 23800 	 ELBO: -45.9696 	 RecLoss: 54.4527 	 KLD: 8.4831
Epoch: 23900 	 ELBO: -44.4691 	 RecLoss: 53.1160 	 KLD: 8.6469
Epoch: 24000 	 ELBO: -44.2955 	 RecLoss: 52.6617 	 KLD: 8.3662
Epoch: 24100 	 ELBO: -49.5046 	 RecLoss: 58.0735 	 KLD: 8.5689
Epoch: 24200 	 ELBO: -47.9120 	 RecLoss: 56.6006 	 KLD: 8.6886
Epoch: 24300 	 ELBO: -49.3722 	 RecLoss: 58.0567 	 KLD: 8.6845
Epoch: 24400 	 ELBO: -47.2491 	 RecLoss: 55.8611 	 KLD: 8.6119
Epoch: 24500 	 ELBO: -45.3097 	 RecLoss: 54.1583 	 KLD: 8.8487
Epoch: 24600 	 ELBO: -49.6816 	 RecLoss: 58.2346 	 KLD: 8.5531
Epoch: 24700 	 ELBO: -47.8522 	 RecLoss: 56.4469 	 KLD: 8.5948
Epoch: 24800 	 ELBO: -48.6943 	 RecLoss: 57.4074 	 KLD: 8.7131
Epoch: 24900 	 ELBO: -48.8646 	 RecLoss: 57.3160 	 KLD: 8.4514
Epoch: 25000 	 ELBO: -46.8716 	 RecLoss: 55.5844 	 KLD: 8.7128
Epoch: 25100 	 ELBO: -47.3470 	 RecLoss: 55.9309 	 KLD: 8.5840
Epoch: 25200 	 ELBO: -50.1568 	 RecLoss: 58.6315 	 KLD: 8.4747
Epoch: 25300 	 ELBO: -48.4665 	 RecLoss: 56.9025 	 KLD: 8.4360
Epoch: 25400 	 ELBO: -50.4104 	 RecLoss: 58.9296 	 KLD: 8.5192
Epoch: 25500 	 ELBO: -41.9580 	 RecLoss: 50.6082 	 KLD: 8.6502
Epoch: 25600 	 ELBO: -37.7555 	 RecLoss: 46.3314 	 KLD: 8.5759
Epoch: 25700 	 ELBO: -42.6981 	 RecLoss: 51.3820 	 KLD: 8.6839
Epoch: 25800 	 ELBO: -47.9882 	 RecLoss: 56.5874 	 KLD: 8.5992
Epoch: 25900 	 ELBO: -45.1382 	 RecLoss: 53.7927 	 KLD: 8.6545
Epoch: 26000 	 ELBO: -45.5996 	 RecLoss: 54.2180 	 KLD: 8.6184
Epoch: 26100 	 ELBO: -49.5741 	 RecLoss: 58.1913 	 KLD: 8.6171
Epoch: 26200 	 ELBO: -47.8354 	 RecLoss: 56.4274 	 KLD: 8.5920
Epoch: 26300 	 ELBO: -47.4669 	 RecLoss: 56.2165 	 KLD: 8.7497
Epoch: 26400 	 ELBO: -46.8267 	 RecLoss: 55.5718 	 KLD: 8.7451
Epoch: 26500 	 ELBO: -48.9125 	 RecLoss: 57.6661 	 KLD: 8.7536
Epoch: 26600 	 ELBO: -47.1726 	 RecLoss: 56.0058 	 KLD: 8.8332
Epoch: 26700 	 ELBO: -32.0714 	 RecLoss: 40.9335 	 KLD: 8.8621
Epoch: 26800 	 ELBO: -49.2030 	 RecLoss: 57.7687 	 KLD: 8.5657
Epoch: 26900 	 ELBO: -46.0636 	 RecLoss: 54.9218 	 KLD: 8.8582
Epoch: 27000 	 ELBO: -47.5057 	 RecLoss: 56.2425 	 KLD: 8.7368
Epoch: 27100 	 ELBO: -48.9342 	 RecLoss: 57.6570 	 KLD: 8.7228
Epoch: 27200 	 ELBO: -46.3678 	 RecLoss: 54.9375 	 KLD: 8.5697
Epoch: 27300 	 ELBO: -42.1482 	 RecLoss: 50.9111 	 KLD: 8.7628
Epoch: 27400 	 ELBO: -49.2746 	 RecLoss: 57.9120 	 KLD: 8.6374
Epoch: 27500 	 ELBO: -15.9436 	 RecLoss: 24.4662 	 KLD: 8.5227
Epoch: 27600 	 ELBO: -49.3714 	 RecLoss: 57.8531 	 KLD: 8.4817
Epoch: 27700 	 ELBO: -48.5164 	 RecLoss: 57.1804 	 KLD: 8.6640
Epoch: 27800 	 ELBO: -47.9137 	 RecLoss: 56.5171 	 KLD: 8.6033
Epoch: 27900 	 ELBO: -45.8529 	 RecLoss: 54.4671 	 KLD: 8.6142
Epoch: 28000 	 ELBO: -43.8707 	 RecLoss: 52.5425 	 KLD: 8.6718
Epoch: 28100 	 ELBO: -49.8622 	 RecLoss: 58.6336 	 KLD: 8.7714
Epoch: 28200 	 ELBO: -48.3614 	 RecLoss: 57.0219 	 KLD: 8.6605
Epoch: 28300 	 ELBO: -47.8635 	 RecLoss: 56.3669 	 KLD: 8.5034
Epoch: 28400 	 ELBO: -49.0870 	 RecLoss: 57.6903 	 KLD: 8.6032
Epoch: 28500 	 ELBO: -36.8599 	 RecLoss: 45.4333 	 KLD: 8.5734
Epoch: 28600 	 ELBO: -46.1368 	 RecLoss: 54.7258 	 KLD: 8.5890
Epoch: 28700 	 ELBO: -42.3818 	 RecLoss: 50.9921 	 KLD: 8.6103
Epoch: 28800 	 ELBO: -49.2581 	 RecLoss: 57.8885 	 KLD: 8.6304
Epoch: 28900 	 ELBO: -48.4833 	 RecLoss: 57.2724 	 KLD: 8.7891
Epoch: 29000 	 ELBO: -45.3027 	 RecLoss: 54.0543 	 KLD: 8.7516
